Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.cassandra.streaming.compress.CompressedStreamReader.read,19,75,7,61,13,44,7,34,76,38,12,26,10,3,1,0.0,0.0,0.0,0.0,0.0,0.0,63,3,2,1,0,0,1.6578947368421053,0.04225352112676056,0.028169014084507043,0.0,13,50,16,66,0.704225352112676,0.22535211267605634,3.125,5.076923076923077,7,bug-prone
org.apache.cassandra.streaming.DefaultConnectionFactory.createConnection,5,44,1,34,4,19,9,11,10,18,4,14,6,3,1,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0,0,0,0.7222222222222222,0.0,0.0,0.0,4,9,1,10,0.2571428571428571,0.02857142857142857,9.0,2.5,2,not bug-prone
org.apache.cassandra.streaming.management.StreamEventJMXNotifier.handleStreamEvent,12,36,0,36,4,27,0,11,5,18,4,14,5,2,1,54.0,147.0,30.545454545454547,845.9684628180299,242469.81818181818,1.2961358902504618,6,1,0,0,0,0,0.3333333333333333,0.027777777777777776,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.cassandra.streaming.messages.OutgoingFileMessage.startTransfer,4,7,0,7,1,4,0,3,2,4,1,3,2,1,0,15.0,18.0,4.5,70.32403072095333,1215.0,0.037954469938578705,2,0,0,0,0,0,0.5,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.cassandra.streaming.messages.OutgoingFileMessage.complete,5,12,0,11,1,4,1,2,3,5,1,4,3,2,0,11.0,18.0,4.375,62.26976913547136,866.25,0.030290579149190245,1,0,1,0,0,0,0.2,0.0,0.08333333333333333,0,1,2,0,2,0.16666666666666666,0.0,0,2.0,1,bug-prone
org.apache.cassandra.streaming.messages.OutgoingFileMessage.toString,2,4,0,4,1,1,0,1,1,2,1,1,1,0,0,8.0,11.0,1.5,33.0,132.0,0.008641610734599143,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.25,0.0,0,1.0,1,bug-prone
org.apache.cassandra.streaming.messages.StreamInitMessage.createMessage,7,41,2,29,5,19,10,10,4,20,5,15,3,2,2,49.0,122.0,45.33333333333333,684.9946009820554,271002.6666666666,1.3959219024305876,1,0,0,0,0,0,0.05,0.0,0.0,0.0,1,1,0,1,0.029411764705882353,0.0,0,1.0,1,bug-prone
org.apache.cassandra.streaming.messages.StreamMessage.deserialize,5,21,0,19,4,10,2,8,3,10,4,6,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7,5,4,0,0,0,0.7,0.23809523809523808,0.19047619047619047,0.0,3,10,1,11,0.47619047619047616,0.047619047619047616,10.0,3.6666666666666665,3,bug-prone
org.apache.cassandra.streaming.ProgressInfo.isCompleted,6,7,0,4,1,1,3,1,1,2,1,1,1,0,0,5.0,5.0,1.5,11.60964047443681,37.5,0.0037345039554643033,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.25,0.0,0,1.0,1,not bug-prone
org.apache.cassandra.streaming.ProgressInfo.equals,6,16,2,11,2,8,3,4,7,15,2,13,7,1,1,30.0,77.0,18.75,377.83057586185595,43312.5,0.4111064082971217,2,0,0,0,0,0,0.13333333333333333,0.0,0.0,0.0,1,2,0,2,0.15384615384615385,0.0,0,2.0,1,not bug-prone
org.apache.cassandra.streaming.ProgressInfo.hashCode,5,4,0,4,1,1,0,2,1,2,1,1,1,0,0,11.0,14.0,2.5,48.43204266092217,385.0,0.017640838806854173,1,0,0,0,0,0,0.5,0.0,0.0,0,1,1,0,1,0.25,0.0,0,1.0,1,not bug-prone
